SNMG,ILI,San Miguel,Iloilo
SNRF,ILI,San Rafael,Iloilo
STBR,ILI,Santa Barbara,Iloilo
SRA,ILI,Sara,Iloilo
TIG,ILI,Tigbauan,Iloilo
TUB,ILI,Tubungan,Iloilo
ZRG,ILI,Zarraga,Iloilo
CYN,ISA,Cauayan,Isabela
ILA,ISA,Ilagan,Isabela
STG,ISA,Santiago,Isabela
ALC,ISA,Alicia,Isabela
ANN,ISA,Angadanan,Isabela
AUR,ISA,Aurora,Isabela
BSV,ISA,Benito Soliven,Isabela
BRG,ISA,Burgos,Isabela
CBG,ISA,Cabagan,Isabela
CBT,ISA,Cabatuan,Isabela
CON,ISA,Cordon,Isabela
DAL,ISA,Delfin Albano,Isabela
DLP,ISA,Dinapigue,Isabela
DVL,ISA,Divilacan,Isabela
ECH,ISA,Echague,Isabela
GMU,ISA,Gamu,Isabela
JNS,ISA,Jones,Isabela
LNA,ISA,Luna,Isabela
MCN,ISA,Maconacon,Isabela
MLG,ISA,Mallig,Isabela
NGL,ISA,Naguilian,Isabela
PLN,ISA,Palanan,Isabela
QZN,ISA,Quezon,Isabela
QRN,ISA,Quirino,Isabela
RMN,ISA,Ramon,Isabela
RMR,ISA,Reina Mercedes,Isabela
RXS,ISA,Roxas,Isabela
SNAG,ISA,San Agustin,Isabela
SNGL,ISA,San Guillermo,Isabela
SNIS,ISA,San Isidro,Isabela
SNMN,ISA,San Manuel,Isabela
SNMR,ISA,San Mariano,Isabela
SNMT,ISA,San Mateo,Isabela
SNPB,ISA,San Pablo,Isabela
STMA,ISA,Santa Maria,Isabela
STTM,ISA,Santo Tomas,Isabela
TMN,ISA,Tumauini,Isabela
TBK,KAL,Tabuk,Kalinga
BLB,KAL,Balbalan,Kalinga
LUA,KAL,Lubuagan,Kalinga
PSL,KAL,Pasil,Kalinga
PNK,KAL,Pinukpuk,Kalinga
RZL,KAL,Rizal,Kalinga
TND,KAL,Tanudan,Kalinga
TIN,KAL,Tinglayan,Kalinga
SNFN,LUN,San Fernando,La Union
AGO,LUN,Agoo,La Union
ARN,LUN,Aringay,La Union
BOT,LUN,Bacnotan,La Union
BGL,LUN,Bagulin,La Union
BLA,LUN,Balaoan,La Union
BGR,LUN,Bangar,La Union
BAU,LUN,Bauang,La Union
BRG,LUN,Burgos,La Union
CAB,LUN,Caba,La Union
LNA,LUN,Luna,La Union
NGL,LUN,Naguilian,La Union
PGO,LUN,Pugo,La Union
RSR,LUN,Rosario,La Union
SNGB,LUN,San Gabriel,La Union
SNJN,LUN,San Juan,La Union
STTM,LUN,Santo Tomas,La Union
STL,LUN,Santol,La Union
SDP,LUN,Sudipen,La Union
TAO,LUN,Tubao,La Union
BÑN,LAG,Biñan,Laguna
CBY,LAG,Cabuyao,Laguna
CLM,LAG,Calamba,Laguna
SNPB,LAG,San Pablo,Laguna
SNPD,LAG,San Pedro,Laguna
STRS,LAG,Santa Rosa,Laguna
AMN,LAG,Alaminos,Laguna
BAY,LAG,Bay,Laguna
CLA,LAG,Calauan,Laguna
CVN,LAG,Cavinti,Laguna
FMY,LAG,Famy,Laguna
KLY,LAG,Kalayaan,Laguna
LLW,LAG,Liliw,Laguna
LBÑ,LAG,Los Baños,Laguna
LSN,LAG,Luisiana,Laguna
LUM,LAG,Lumban,Laguna
MBT,LAG,Mabitac,Laguna
MGD,LAG,Magdalena,Laguna
MJY,LAG,Majayjay,Laguna
NGC,LAG,Nagcarlan,Laguna
PTE,LAG,Paete,Laguna
PSJ,LAG,Pagsanjan,Laguna
PKL,LAG,Pakil,Laguna
PGL,LAG,Pangil,Laguna
PLA,LAG,Pila,Laguna
RZL,LAG,Rizal,Laguna
STCR,LAG,Santa Cruz,Laguna
STMA,LAG,Santa Maria,Laguna
SNL,LAG,Siniloan,Laguna
VCT,LAG,Victoria,Laguna
ILI,LAN,Iligan,Lanao del Norte
BCD,LAN,Bacolod,Lanao del Norte
BLI,LAN,Baloi,Lanao del Norte
BRY,LAN,Baroy,Lanao del Norte
KPT,LAN,Kapatagan,Lanao del Norte
KSW,LAN,Kauswagan,Lanao del Norte
KOL,LAN,Kolambugan,Lanao del Norte
LAL,LAN,Lala,Lanao del Norte
LNM,LAN,Linamon,Lanao del Norte
MSY,LAN,Magsaysay,Lanao del Norte
MIG,LAN,Maigo,Lanao del Norte
MTU,LAN,Matungao,Lanao del Norte
MNI,LAN,Munai,Lanao del Norte
NNG,LAN,Nunungan,Lanao del Norte
PRG,LAN,Pantao Ragat,Lanao del Norte
PNR,LAN,Pantar,Lanao del Norte
PPG,LAN,Poona Piagapo,Lanao del Norte
SLV,LAN,Salvador,Lanao del Norte
SPD,LAN,Sapad,Lanao del Norte
SND,LAN,Sultan Naga Dimaporo,Lanao del Norte
TGL,LAN,Tagoloan,Lanao del Norte
TGC,LAN,Tangcal,Lanao del Norte
TBD,LAN,Tubod,Lanao del Norte
MRW,LAS,Marawi,Lanao del Sur
BKL,LAS,Bacolod-Kalawi,Lanao del Sur
BBG,LAS,Balabagan,Lanao del Sur
BLD,LAS,Balindong,Lanao del Sur
BYN,LAS,Bayang,Lanao del Sur
BND,LAS,Binidayan,Lanao del Sur
BDP,LAS,Buadiposo-Buntong,Lanao del Sur
BBN,LAS,Bubong,Lanao del Sur
BBR,LAS,Bumbaran,Lanao del Sur
BTI,LAS,Butig,Lanao del Sur
CGS,LAS,Calanogas,Lanao del Sur
DTS,LAS,Ditsaan-Ramain,Lanao del Sur
GNS,LAS,Ganassi,Lanao del Sur
KPA,LAS,Kapai,Lanao del Sur
KPT,LAS,Kapatagan,Lanao del Sur
LBY,LAS,Lumba-Bayabao,Lanao del Sur
LMU,LAS,Lumbaca-Unayan,Lanao del Sur
LMB,LAS,Lumbatan,Lanao del Sur
LYG,LAS,Lumbayanague,Lanao del Sur
MDM,LAS,Madalum,Lanao del Sur
MDB,LAS,Madamba,Lanao del Sur
MGN,LAS,Maguing,Lanao del Sur
MAL,LAS,Malabang,Lanao del Sur
MRT,LAS,Marantao,Lanao del Sur
MRG,LAS,Marogong,Lanao del Sur
MSI,LAS,Masiu,Lanao del Sur
MLD,LAS,Mulondo,Lanao del Sur
PGY,LAS,Pagayawan,Lanao del Sur
PGP,LAS,Piagapo,Lanao del Sur
POO,LAS,Poona Bayabao,Lanao del Sur
PUA,LAS,Pualas,Lanao del Sur
SGR,LAS,Saguiaran,Lanao del Sur
SDM,LAS,Sultan Dumalondong,Lanao del Sur
PCN,LAS,Picong,Lanao del Sur
TGII,LAS,Tagoloan II,Lanao del Sur
TPR,LAS,Tamparan,Lanao del Sur
TRK,LAS,Taraka,Lanao del Sur
TBR,LAS,Tubaran,Lanao del Sur
TYA,LAS,Tugaya,Lanao del Sur
WAO,LAS,Wao,Lanao del Sur
BBY,LEY,Baybay,Leyte
ORM,LEY,Ormoc ,Leyte
TCL,LEY,Tacloban,Leyte
ABY,LEY,Abuyog,Leyte
ALN,LEY,Alangalang,Leyte
ALR,LEY,Albuera,Leyte
BBT,LEY,Babatngon,Leyte
BRU,LEY,Barugo,Leyte
BTO,LEY,Bato,Leyte
BRA,LEY,Burauen,Leyte
CLB,LEY,Calubian,Leyte
CPC,LEY,Capoocan,Leyte
CRI,LEY,Carigara,Leyte
DGM,LEY,Dagami,Leyte
DLG,LEY,Dulag,Leyte
HLN,LEY,Hilongos,Leyte
HND,LEY,Hindang,Leyte
INP,LEY,Inopacan,Leyte
ISL,LEY,Isabel,Leyte
JAR,LEY,Jaro,Leyte
JVR,LEY,Javier,Leyte
JLT,LEY,Julita,Leyte
KNN,LEY,Kananga,Leyte
LPZ,LEY,La Paz,Leyte
LYT,LEY,Leyte,Leyte
MCAR,LEY,MacArthur,Leyte
MHP,LEY,Mahaplag,Leyte
MOB,LEY,Matag-ob,Leyte
MTM,LEY,Matalom,Leyte
MYR,LEY,Mayorga,Leyte
MER,LEY,Merida,Leyte
PAL,LEY,Palo,Leyte
PLM,LEY,Palompon,Leyte
PST,LEY,Pastrana,Leyte
SNIS,LEY,San Isidro,Leyte
SNMG,LEY,San Miguel,Leyte
STFE,LEY,Santa Fe,Leyte
TNO,LEY,Tabango,Leyte
TBT,LEY,Tabontabon,Leyte
TNN,LEY,Tanauan,Leyte
TLS,LEY,Tolosa,Leyte
TUN,LEY,Tunga,Leyte
VLB,LEY,Villaba,Leyte
COT,MAG,Cotabato,Maguindanao
AMP,MAG,Ampatuan,Maguindanao
BRR,MAG,Barira,Maguindanao
BLD,MAG,Buldon,Maguindanao
BUL,MAG,Buluan,Maguindanao
DSK,MAG,Datu Abdullah Sangki,Maguindanao
DAM,MAG,Datu Anggal Midtimbang,Maguindanao
DBS,MAG,Datu Blah T. Sinsuat,Maguindanao
DHA,MAG,Datu Hoffer Ampatuan,Maguindanao
DMW,MAG,Datu Montawal,Maguindanao
DOS,MAG,Datu Odin Sinsuat,Maguindanao
DPG,MAG,Datu Paglas,Maguindanao
DPN,MAG,Datu Piang,Maguindanao
DSB,MAG,Datu Salibo,Maguindanao
DSA,MAG,Datu Saudi-Ampatuan,Maguindanao
DUN,MAG,Datu Unsay,Maguindanao
GSP,MAG,General Salipada K. Pendatun,Maguindanao
GNL,MAG,Guindulungan,Maguindanao
KBT,MAG,Kabuntalan,Maguindanao
MMS,MAG,Mamasapano,Maguindanao
MDD,MAG,Mangudadatu,Maguindanao
MTN,MAG,Matanog,Maguindanao
NKB,MAG,Northern Kabuntalan,Maguindanao
PAG,MAG,Pagalungan,Maguindanao
PLT,MAG,Paglat,Maguindanao
PNG,MAG,Pandag,Maguindanao
PAR,MAG,Parang,Maguindanao
RBY,MAG,Rajah Buayan,Maguindanao
SAG,MAG,Shariff Aguak,Maguindanao
SSM,MAG,Shariff Saydona Mustapha,Maguindanao
SUP,MAG,South Upi,Maguindanao
SKD,MAG,Sultan Kudarat,Maguindanao
SMT,MAG,Sultan Mastura,Maguindanao
SBR,MAG,Sultan sa Barongis,Maguindanao
SSK,MAG,Sultan Sumagka,Maguindanao
TLY,MAG,Talayan,Maguindanao
UPI,MAG,Upi,Maguindanao
BOC,MAD,Boac,Marinduque
BNV,MAD,Buenavista,Marinduque
GSN,MAD,Gasan,Marinduque
MGP,MAD,Mogpog,Marinduque
STCR,MAD,Santa Cruz,Marinduque
TRJ,MAD,Torrijos,Marinduque
MSB,MAS,Masbate,Masbate
ARR,MAS,Aroroy,Masbate
BAL,MAS,Baleno,Masbate
BLU,MAS,Balud,Masbate
BTN,MAS,Batuan,Masbate
CTN,MAS,Cataingan,Masbate
CWY,MAS,Cawayan,Masbate
CLR,MAS,Claveria,Masbate
DMS,MAS,Dimasalang,Masbate
ESP,MAS,Esperanza,Masbate
MDO,MAS,Mandaon,Masbate
MGR,MAS,Milagros,Masbate
MBO,MAS,Mobo,Masbate
MNR,MAS,Monreal,Masbate
PLS,MAS,Palanas,Masbate
PVC,MAS,Pio V. Corpuz,Masbate
PLC,MAS,Placer,Masbate
SNFN,MAS,San Fernando,Masbate
SNJC,MAS,San Jacinto,Masbate
SNPS,MAS,San Pascual,Masbate
USN,MAS,Uson,Masbate
MNL,MMN,Manila,Metro Manila
CLO,MMN,Caloocan,Metro Manila
LPÑ,MMN,Las Piñas,Metro Manila
MKT,MMN,Makati,Metro Manila
MLB,MMN,Malabon,Metro Manila
MDY,MMN,Mandaluyong,Metro Manila
MRK,MMN,Marikina,Metro Manila
MTP,MMN,Muntinlupa,Metro Manila
NVT,MMN,Navotas,Metro Manila
PRÑ,MMN,Parañaque,Metro Manila
PSY,MMN,Pasay,Metro Manila
PSG,MMN,Pasig,Metro Manila
QZN,MMN,Quezon,Metro Manila
SNJN,MMN,San Juan,Metro Manila
TGG,MMN,Taguig,Metro Manila
VLZ,MMN,Valenzuela,Metro Manila
PTR,MMN,Pateros,Metro Manila
ORQ,MSC,Oroquieta,Misamis Occidental
OZM,MSC,Ozamiz,Misamis Occidental
TNB,MSC,Tangub,Misamis Occidental
ALR,MSC,Aloran,Misamis Occidental
BAL,MSC,Baliangao,Misamis Occidental
BNF,MSC,Bonifacio,Misamis Occidental
CLM,MSC,Calamba,Misamis Occidental
CRN,MSC,Clarin,Misamis Occidental
CPN,MSC,Concepcion,Misamis Occidental
DVC,MSC,Don Victoriano Chiongbian,Misamis Occidental
JNZ,MSC,Jimenez,Misamis Occidental
LJA,MSC,Lopez Jaena,Misamis Occidental
PNA,MSC,Panaon,Misamis Occidental
PRD,MSC,Plaridel,Misamis Occidental
SDL,MSC,Sapang Dalaga,Misamis Occidental
SNC,MSC,Sinacaban,Misamis Occidental
TDL,MSC,Tudela,Misamis Occidental
CDO,MSR,Cagayan de Oro ,Misamis Oriental
ESL,MSR,El Salvador,Misamis Oriental
GNG,MSR,Gingoog,Misamis Oriental
ALJ,MSR,Alubijid,Misamis Oriental
BSG,MSR,Balingasag,Misamis Oriental
BOA,MSR,Balingoan,Misamis Oriental
BIN,MSR,Binuangan,Misamis Oriental
CLR,MSR,Claveria,Misamis Oriental
GTG,MSR,Gitagum,Misamis Oriental
INT,MSR,Initao,Misamis Oriental
JSN,MSR,Jasaan,Misamis Oriental
KIN,MSR,Kinoguitan,Misamis Oriental
LGN,MSR,Lagonglong,Misamis Oriental
LGU,MSR,Laguindingan,Misamis Oriental
LBR,MSR,Libertad,Misamis Oriental
LGT,MSR,Lugait,Misamis Oriental
MSY,MSR,Magsaysay,Misamis Oriental
MTC,MSR,Manticao,Misamis Oriental
MDN,MSR,Medina,Misamis Oriental
NWN,MSR,Naawan,Misamis Oriental
OPL,MSR,Opol,Misamis Oriental
SLY,MSR,Salay,Misamis Oriental
SUG,MSR,Sugbongcogon,Misamis Oriental
TGL,MSR,Tagoloan,Misamis Oriental
TYN,MSR,Talisayan,Misamis Oriental
VLV,MSR,Villanueva,Misamis Oriental
BAR,MOU,Barlig,Mountain Province
BKO,MOU,Bauko,Mountain Province
BSO,MOU,Besao,Mountain Province
BNC,MOU,Bontoc,Mountain Province
NTN,MOU,Natonin,Mountain Province
PCS,MOU,Paracelis,Mountain Province
SAB,MOU,Sabangan,Mountain Province
SDN,MOU,Sadanga,Mountain Province
SGD,MOU,Sagada,Mountain Province
TDN,MOU,Tadian,Mountain Province
BCD,NEC,Bacolod,Negros Occidental
BGO,NEC,Bago,Negros Occidental
CDZ,NEC,Cadiz,Negros Occidental
ASC,NEC,Escalante,Negros Occidental
HMM,NEC,Himamaylan,Negros Occidental
KBK,NEC,Kabankalan,Negros Occidental
LCR,NEC,La Carlota,Negros Occidental
SGY,NEC,Sagay,Negros Occidental
SNCR,NEC,San Carlos,Negros Occidental
SLY,NEC,Silay,Negros Occidental
SPL,NEC,Sipalay,Negros Occidental
TLS,NEC,Talisay,Negros Occidental
VTS,NEC,Victorias,Negros Occidental
BNL,NEC,Binalbagan,Negros Occidental
CLV,NEC,Calatrava,Negros Occidental
CND,NEC,Candoni,Negros Occidental
CYN,NEC,Cauayan,Negros Occidental
EBM,NEC,Enrique B. Magalona,Negros Occidental
HNG,NEC,Hinigaran,Negros Occidental
HNO,NEC,Hinoba-an,Negros Occidental
ILG,NEC,Ilog,Negros Occidental
ISB,NEC,Isabela,Negros Occidental
LCS,NEC,La Castellana,Negros Occidental
MNP,NEC,Manapla,Negros Occidental
MOI,NEC,Moises Padilla,Negros Occidental
MUR,NEC,Murcia,Negros Occidental
PTV,NEC,Pontevedra,Negros Occidental
PUN,NEC,Pulupandan,Negros Occidental
SVB,NEC,Salvador Benedicto,Negros Occidental
SNEN,NEC,San Enrique,Negros Occidental
TBS,NEC,Toboso,Negros Occidental
VAL,NEC,Valladolid,Negros Occidental
BAS,NER,Bais,Negros Oriental
BYW,NER,Bayawan,Negros Oriental
CNL,NER,Canlaon,Negros Oriental
GHL,NER,Guihulngan,Negros Oriental
DGT,NER,Dumaguete,Negros Oriental
TNJ,NER,Tanjay,Negros Oriental
AML,NER,Amlan,Negros Oriental
AYN,NER,Ayungon,Negros Oriental
BCN,NER,Bacong,Negros Oriental
BSY,NER,Basay,Negros Oriental
BND,NER,Bindoy,Negros Oriental
DIN,NER,Dauin,Negros Oriental
JML,NER,Jimalalud,Negros Oriental
LLB,NER,La Libertad,Negros Oriental
MBY,NER,Mabinay,Negros Oriental
MNJ,NER,Manjuyod,Negros Oriental
PMP,NER,Pamplona,Negros Oriental
SNJS,NER,San Jose,Negros Oriental
STCT,NER,Santa Catalina,Negros Oriental
STN,NER,Siaton,Negros Oriental
SBL,NER,Sibulan,Negros Oriental
TYS,NER,Tayasan,Negros Oriental
VLN,NER,Valencia,Negros Oriental
VLH,NER,Vallehermoso,Negros Oriental
ZMA,NER,Zamboanguita,Negros Oriental
ALE,NSA,Allen,Northern Samar
BRI,NSA,Biri,Northern Samar
BOB,NSA,Bobon,Northern Samar
CAP,NSA,Capul,Northern Samar
CTR,NSA,Catarman,Northern Samar
CTB,NSA,Catubig,Northern Samar
GMY,NSA,Gamay,Northern Samar
LAO,NSA,Laoang,Northern Samar
LPG,NSA,Lapinig,Northern Samar
LNV,NSA,Las Navas,Northern Samar
LVZ,NSA,Lavezares,Northern Samar
LDV,NSA,Lope de Vega,Northern Samar
MPS,NSA,Mapanas,Northern Samar
MND,NSA,Mondragon,Northern Samar
PLP,NSA,Palapag,Northern Samar
PBJ,NSA,Pambujan,Northern Samar
RSR,NSA,Rosario,Northern Samar
SNAT,NSA,San Antonio,Northern Samar
SNIS,NSA,San Isidro,Northern Samar
SNJS,NSA,San Jose,Northern Samar
SNRQ,NSA,San Roque,Northern Samar
SNVC,NSA,San Vicente,Northern Samar
SLB,NSA,Silvino Lobos,Northern Samar
VCT,NSA,Victoria,Northern Samar
CTU,NUE,Cabanatuan ,Nueva Ecija
GPN,NUE,Gapan,Nueva Ecija
PLY,NUE,Palayan,Nueva Ecija
SNJS,NUE,San Jose,Nueva Ecija
MÑZ,NUE,Muñoz,Nueva Ecija
ALI,NUE,Aliaga,Nueva Ecija
BNG,NUE,Bongabon,Nueva Ecija
CBO,NUE,Cabiao,Nueva Ecija
CAR,NUE,Carranglan,Nueva Ecija
CYP,NUE,Cuyapo,Nueva Ecija
GBL,NUE,Gabaldon,Nueva Ecija
GMN,NUE,General Mamerto Natividad,Nueva Ecija
GTN,NUE,General Tinio,Nueva Ecija
GBA,NUE,Guimba,Nueva Ecija
JAN,NUE,Jaen,Nueva Ecija
LAR,NUE,Laur,Nueva Ecija
LIC,NUE,Licab,Nueva Ecija
LLA,NUE,Llanera,Nueva Ecija
LPO,NUE,Lupao,Nueva Ecija
NMP,NUE,Nampicuan,Nueva Ecija
PTB,NUE,Pantabangan,Nueva Ecija
PÑD,NUE,Peñaranda,Nueva Ecija
QZN,NUE,Quezon,Nueva Ecija
RZL,NUE,Rizal,Nueva Ecija
SNAT,NUE,San Antonio,Nueva Ecija
SNIS,NUE,San Isidro,Nueva Ecija
SNLN,NUE,San Leonardo,Nueva Ecija
STRS,NUE,Santa Rosa,Nueva Ecija
STM,NUE,Santo Domingo,Nueva Ecija
TLV,NUE,Talavera,Nueva Ecija
TLG,NUE,Talugtug,Nueva Ecija
ZRZ,NUE,Zaragoza,Nueva Ecija
ACS,NUV,Alfonso Castaneda,Nueva Vizcaya
AMB,NUV,Ambaguio,Nueva Vizcaya
ARI,NUV,Aritao,Nueva Vizcaya
BGB,NUV,Bagabag,Nueva Vizcaya
BMG,NUV,Bambang,Nueva Vizcaya
BYM,NUV,Bayombong,Nueva Vizcaya
DDI,NUV,Diadi,Nueva Vizcaya
DDN,NUV,Dupax del Norte,Nueva Vizcaya
DDS,NUV,Dupax del Sur,Nueva Vizcaya
KSB,NUV,Kasibu,Nueva Vizcaya
KYP,NUV,Kayapa,Nueva Vizcaya
QZN,NUV,Quezon,Nueva Vizcaya
STFE,NUV,Santa Fe,Nueva Vizcaya
SLO,NUV,Solano,Nueva Vizcaya
VLD,NUV,Villaverde,Nueva Vizcaya
ADI,MDC,Abra de Ilog,Occidental Mindoro
CTA,MDC,Calintaan,Occidental Mindoro
LOC,MDC,Looc,Occidental Mindoro
LUG,MDC,Lubang,Occidental Mindoro
MYS,MDC,Magsaysay,Occidental Mindoro
MBR,MDC,Mamburao,Occidental Mindoro
PLU,MDC,Paluan,Occidental Mindoro
RZL,MDC,Rizal,Occidental Mindoro
SBY,MDC,Sablayan,Occidental Mindoro
SNJS,MDC,San Jose,Occidental Mindoro
STCR,MDC,Santa Cruz,Occidental Mindoro
CLP,MDR,Calapan,Oriental Mindoro
BCO,MDR,Baco,Oriental Mindoro
BUD,MDR,Bansud,Oriental Mindoro
BOO,MDR,Bongabong,Oriental Mindoro
BLC,MDR,Bulalacao,Oriental Mindoro
GLR,MDR,Gloria,Oriental Mindoro
MNS,MDR,Mansalay,Oriental Mindoro
NJN,MDR,Naujan,Oriental Mindoro
PNM,MDR,Pinamalayan,Oriental Mindoro
POL,MDR,Pola,Oriental Mindoro
PUG,MDR,Puerto Galera,Oriental Mindoro
RXS,MDR,Roxas,Oriental Mindoro
SNTD,MDR,San Teodoro,Oriental Mindoro
SCR,MDR,Socorro,Oriental Mindoro
VCT,MDR,Victoria,Oriental Mindoro
PPR,PLW,Puerto Princesa,Palawan
ABR,PLW,Aborlan,Palawan
AGY,PLW,Agutaya,Palawan
ARC,PLW,Araceli,Palawan
BBC,PLW,Balabac,Palawan
BTZ,PLW,Bataraza,Palawan
BRK,PLW,Brooke's Point,Palawan
BSA,PLW,Busuanga,Palawan
CGC,PLW,Cagayancillo,Palawan
COR,PLW,Coron,Palawan
CLI,PLW,Culion,Palawan
CYO,PLW,Cuyo,Palawan
DMR,PLW,Dumaran,Palawan
END,PLW,El Nido,Palawan
KLY,PLW,Kalayaan,Palawan
LNP,PLW,Linapacan,Palawan
MGY,PLW,Magsaysay,Palawan
NRA,PLW,Narra,Palawan
QZN,PLW,Quezon,Palawan
RZL,PLW,Rizal,Palawan
RXS,PLW,Roxas,Palawan
SNVC,PLW,San Vicente,Palawan
SFR,PLW,Sofronio Española,Palawan
TYT,PLW,Taytay,Palawan
AGS,PAM,Angeles,Pampanga
SNFN,PAM,San Fernando,Pampanga
MBL,PAM,Mabalacat,Pampanga
APL,PAM,Apalit,Pampanga
ARY,PAM,Arayat,Pampanga
BCR,PAM,Bacolor,Pampanga
CAN,PAM,Candaba,Pampanga
FRB,PAM,Floridablanca,Pampanga
GGA,PAM,Guagua,Pampanga
LBO,PAM,Lubao,Pampanga
MCB,PAM,Macabebe,Pampanga
MGL,PAM,Magalang,Pampanga
MAS,PAM,Masantol,Pampanga
MXC,PAM,Mexico,Pampanga
MNL,PAM,Minalin,Pampanga
POR,PAM,Porac,Pampanga
SNLU,PAM,San Luis,Pampanga
SNSM,PAM,San Simon,Pampanga
STAN,PAM,Santa Ana,Pampanga
STRT,PAM,Santa Rita,Pampanga
STTM,PAM,Santo Tomas,Pampanga
SAS,PAM,Sasmuan,Pampanga
AMN,PAN,Alaminos,Pangasinan
DGP,PAN,Dagupan,Pangasinan
SNCR,PAN,San Carlos,Pangasinan
URD,PAN,Urdaneta,Pangasinan
AGN,PAN,Agno,Pangasinan
AGL,PAN,Aguilar,Pangasinan
ACL,PAN,Alcala,Pangasinan
AND,PAN,Anda,Pangasinan
ASN,PAN,Asingan,Pangasinan
BAO,PAN,Balungao,Pangasinan
BNI,PAN,Bani,Pangasinan
BSS,PAN,Basista,Pangasinan
BUT,PAN,Bautista,Pangasinan
BYA,PAN,Bayambang,Pangasinan
BLO,PAN,Binalonan,Pangasinan
BNM,PAN,Binmaley,Pangasinan
BOL,PAN,Bolinao,Pangasinan
BUG,PAN,Bugallon,Pangasinan
BRG,PAN,Burgos,Pangasinan
CSO,PAN,Calasiao,Pangasinan
DAS,PAN,Dasol,Pangasinan
INF,PAN,Infanta,Pangasinan
LDR,PAN,Labrador,Pangasinan
LAC,PAN,Laoac,Pangasinan
LIN,PAN,Lingayen,Pangasinan
MBN,PAN,Mabini,Pangasinan
MSQ,PAN,Malasiqui,Pangasinan
MAO,PAN,Manaoag,Pangasinan
MNG,PAN,Mangaldan,Pangasinan
MTR,PAN,Mangatarem,Pangasinan
MPD,PAN,Mapandan,Pangasinan
NTV,PAN,Natividad,Pangasinan
PZR,PAN,Pozzorubio,Pangasinan
RSL,PAN,Rosales,Pangasinan
SNFB,PAN,San Fabian,Pangasinan
SBJC,PAN,San Jacinto,Pangasinan
SNMN,PAN,San Manuel,Pangasinan
SNNC,PAN,San Nicolas,Pangasinan
SNQN,PAN,San Quintin,Pangasinan
STBR,PAN,Santa Barbara,Pangasinan
STMA,PAN,Santa Maria,Pangasinan
STTM,PAN,Santo Tomas,Pangasinan
SSN,PAN,Sison,Pangasinan
SUL,PAN,Sual,Pangasinan
TYG,PAN,Tayug,Pangasinan
UMN,PAN,Umingan,Pangasinan
URB,PAN,Urbiztondo,Pangasinan
VLS,PAN,Villasis,Pangasinan
LCN,QUE,Lucena,Quezon
TYB,QUE,Tayabas,Quezon
AGD,QUE,Agdangan,Quezon
ABT,QUE,Alabat,Quezon
ATM,QUE,Atimonan,Quezon
BNV,QUE,Buenavista,Quezon
BRD,QUE,Burdeos,Quezon
CLG,QUE,Calauag,Quezon
CND,QUE,Candelaria,Quezon
CTN,QUE,Catanauan,Quezon
DLR,QUE,Dolores,Quezon
GEN,QUE,General Luna,Quezon
GNK,QUE,General Nakar,Quezon
GNY,QUE,Guinayangan,Quezon
GUM,QUE,Gumaca,Quezon
INF,QUE,Infanta,Quezon
JOM,QUE,Jomalig,Quezon
LPE,QUE,Lopez,Quezon
LCB,QUE,Lucban,Quezon
MCL,QUE,Macalelon,Quezon
MAU,QUE,Mauban,Quezon
MLN,QUE,Mulanay,Quezon
PBR,QUE,Padre Burgos,Quezon
PGB,QUE,Pagbilao,Quezon
PKU,QUE,Panukulan,Quezon
PTN,QUE,Patnanungan,Quezon
PRZ,QUE,Perez,Quezon
PTG,QUE,Pitogo,Quezon
PRD,QUE,Plaridel,Quezon
PLL,QUE,Polillo,Quezon
QZN,QUE,Quezon,Quezon
REL,QUE,Real,Quezon
SMP,QUE,Sampaloc,Quezon
SNAD,QUE,San Andres,Quezon
SNAT,QUE,San Antonio,Quezon
SNFR,QUE,San Francisco,Quezon
SNNR,QUE,San Narciso,Quezon
SRY,QUE,Sariaya,Quezon
TGK,QUE,Tagkawayan,Quezon
TOG,QUE,Tiaong,Quezon
UNS,QUE,Unisan,Quezon
AGP,QUI,Aglipay,Quirino
CGU,QUI,Cabarroguis,Quirino
DFN,QUI,Diffun,Quirino
MDL,QUI,Maddela,Quirino
NGT,QUI,Nagtipunan,Quirino
SDY,QUI,Saguday,Quirino
ANT,RIZ,Antipolo,Rizal
ANG,RIZ,Angono,Rizal
BRS,RIZ,Baras,Rizal
BNO,RIZ,Binangonan,Rizal
CAI,RIZ,Cainta,Rizal
CRD,RIZ,Cardona,Rizal
JLJ,RIZ,Jalajala,Rizal
MRN,RIZ,Morong,Rizal
PIL,RIZ,Pililla,Rizal
RDR,RIZ,Rodriguez,Rizal
SNMT,RIZ,San Mateo,Rizal
TNY,RIZ,Tanay,Rizal
TYT,RIZ,Taytay,Rizal
TRS,RIZ,Teresa,Rizal
ACT,ROM,Alcantara,Romblon
BNT,ROM,Banton,Romblon
CJD,ROM,Cajidiocan,Romblon
CLV,ROM,Calatrava,Romblon
CCP,ROM,Concepcion,Romblon
CCR,ROM,Corcuera,Romblon
FRL,ROM,Ferrol,Romblon
LOC,ROM,Looc,Romblon
MDW,ROM,Magdiwang,Romblon
ODN,ROM,Odiongan,Romblon
RMB,ROM,Romblon,Romblon
SNAG,ROM,San Agustin,Romblon
SNAD,ROM,San Andres,Romblon
SNFN,ROM,San Fernando,Romblon
SNJS,ROM,San Jose,Romblon
STFE,ROM,Santa Fe,Romblon
